filename,width,height,class,xmin,ymin,xmax,ymax
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,ball,286,380,299,396
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,ball,405,141,417,157
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,ball,497,125,509,141
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,ball,518,112,530,127
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,ball,286,335,298,349
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,bigGoal,43,297,58,370
image_2_png.rf.1b04db0d19bca16d0df3e0bb65a78004.jpg,640,640,smallGoal,536,325,551,366
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,225,137,237,154
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,299,217,311,234
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,smallGoal,539,322,552,369
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,bigGoal,43,293,59,377
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,76,387,90,404
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,112,511,126,529
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,217,521,231,539
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,242,554,255,573
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,263,520,275,536
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,252,494,264,511
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,364,572,377,590
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,538,572,551,588
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,402,436,416,455
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,305,412,318,431
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,528,110,541,130
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,185,227,197,245
image_93_png.rf.135bb3d640cd8cac29b7d2642e5057fd.jpg,640,640,ball,246,412,258,428
image_97_png.rf.1b8484e928d457733ed42c0e0f5eaa6b.jpg,640,640,ball,339,435,350,454
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,317,129,331,147
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,348,176,360,194
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,389,312,402,333
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,513,231,526,253
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,501,352,518,375
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,251,301,264,322
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,312,346,325,361
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,47,564,60,580
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,75,388,89,403
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,190,365,203,379
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,299,234,312,253
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,226,349,239,370
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,smallGoal,538,325,552,369
image_86_png.rf.13842fd5f9c1f9dd38fc2a0b143ebdcd.jpg,640,640,bigGoal,46,299,57,370
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,266,487,278,503
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,203,312,214,327
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,353,279,365,294
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,231,182,243,198
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,492,316,506,333
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,354,187,366,203
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,523,160,536,176
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,291,173,302,189
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,335,478,349,495
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,419,436,430,452
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,500,526,515,543
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,220,337,233,352
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,399,116,411,132
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,219,293,231,308
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,bigGoal,44,297,58,369
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,smallGoal,536,325,550,365
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,286,335,298,349
image_16_png.rf.1f3c363585a2b33c3859cb5b19409fe4.jpg,640,640,ball,224,319,236,336

image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,103,440,116,456
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,516,227,528,244
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,504,112,517,127
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,213,470,226,487
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,156,341,168,357
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,468,353,480,371
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,130,416,142,432
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,124,127,136,143
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,430,257,443,273
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,73,557,87,575
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,365,437,377,453
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,477,506,491,524
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,468,430,483,447
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,431,134,444,150
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,428,492,441,509
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,ball,273,232,285,246
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,bigGoal,44,297,58,370
image_30_png.rf.275910f94c5990f4bd539868a1f719cc.jpg,640,640,smallGoal,536,326,551,365
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,smallGoal,537,321,553,370
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,bigGoal,43,293,61,373
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,75,386,89,405
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,190,363,202,381
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,227,353,239,369
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,270,232,284,249
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,299,236,312,254
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,312,345,324,362
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,347,177,361,197
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,317,128,330,145
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,207,138,220,154
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,389,313,401,329
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,504,354,516,372
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,514,234,527,250
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,365,573,378,590
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,219,557,232,575
image_78_png.rf.15a01f7fbeb7dbbb25dbd587860e5e27.jpg,640,640,ball,160,539,174,558
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,147,377,159,393
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,93,230,106,246
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,203,303,215,319
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,353,371,364,387
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,283,115,295,131
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,292,260,304,276
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,390,114,402,131
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,479,119,492,136
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,524,287,537,302
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,465,390,478,406
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,405,140,417,156
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,224,509,237,526
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,497,125,509,141
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,531,501,546,519
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,ball,518,112,530,127
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,bigGoal,43,296,57,369
image_5_png.rf.1481e0745c0ada897d6f981b7990acf3.jpg,640,640,smallGoal,536,326,551,366
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,477,230,491,247
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,156,379,168,397
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,494,328,508,344
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,353,371,364,387
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,257,533,269,550
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,252,437,265,454
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,89,506,102,522
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,156,190,169,207
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,390,114,402,131
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,411,368,423,384
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,479,119,492,136
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,292,261,304,277
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,291,173,302,189
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,497,125,509,140
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,450,498,462,515
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,ball,517,112,530,127
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,smallGoal,536,325,550,364
image_9_png.rf.1d34524797a806e9d8dab052157403c2.jpg,640,640,bigGoal,43,296,57,369
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,324,392,336,408
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,499,193,511,209
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,117,355,130,371
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,156,102,169,118
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,330,211,340,226
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,291,556,304,573
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,251,311,262,327
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,538,339,550,353
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,58,99,70,115
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,283,301,293,316
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,53,564,68,581
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,bigGoal,44,297,59,370
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,263,318,275,333
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,543,91,557,108
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,288,332,308,349
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,286,333,298,348
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,ball,301,332,311,348
image_56_png.rf.1775e3391eaaa155c3afef4220f324db.jpg,640,640,smallGoal,536,322,554,370
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,265,267,279,284
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,301,218,310,234
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,378,212,388,228
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,bigGoal,44,298,59,370
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,smallGoal,539,327,552,367
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,128,351,139,371
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,230,151,243,167
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,247,412,257,431
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,340,439,350,454
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,403,434,416,458
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,223,136,238,155
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,527,113,543,134
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,264,520,275,539
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,366,573,378,590
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,207,562,221,580
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,104,455,120,476
image_100_png.rf.119d2e98bdee79cf5761a03875645e4d.jpg,640,640,ball,64,414,75,437

image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,138,232,151,248
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,325,392,337,408
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,118,355,130,371
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,156,102,168,118
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,330,211,340,226
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,291,556,304,573
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,252,311,263,327
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,119,438,132,455
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,537,339,550,353
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,264,318,276,333
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,278,300,290,316
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,ball,542,91,557,107
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,bigGoal,42,292,58,380
image_61_png.rf.2ac6625b9ec869d8386dcdc5d1751c26.jpg,640,640,smallGoal,536,319,554,371
image_81_png.rf.299e9605304b2d6afe2e0779a6aa2fa7.jpg,640,640,bigGoal,42,299,58,373
image_81_png.rf.299e9605304b2d6afe2e0779a6aa2fa7.jpg,640,640,smallGoal,536,329,551,368
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,149,337,162,353
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,392,474,404,489
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,387,347,399,364
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,93,166,107,183
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,99,437,112,454
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,487,309,500,325
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,438,375,450,391
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,463,169,475,184
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,365,272,378,288
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,369,211,381,226
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,411,271,423,287
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,167,568,179,584
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,291,173,302,189
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,54,564,69,581
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,ball,482,505,495,521
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,smallGoal,536,324,550,364
image_21_png.rf.38907b2aaedd040524e0a090c2f3cd86.jpg,640,640,bigGoal,43,296,57,369
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,75,387,87,404
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,229,352,240,369
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,199,554,211,571
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,502,355,515,371
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,312,346,324,362
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,389,313,401,330
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,292,508,304,525
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,272,232,284,248
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,280,299,292,313
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,219,253,230,268
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,189,363,201,380
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,336,292,348,308
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,293,563,305,580
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,233,296,245,311
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,45,564,60,581
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,ball,295,281,306,296
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,smallGoal,536,325,551,366
image_72_png.rf.4c7352edb65bcd11d87d47b9e472da86.jpg,640,640,bigGoal,43,295,57,370
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,318,129,329,146
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,349,179,360,194
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,512,233,526,251
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,502,353,517,375
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,390,313,401,331
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,311,344,325,364
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,225,350,240,370
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,300,236,311,254
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,280,220,291,239
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,269,230,283,247
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,71,385,92,405
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,162,537,172,561
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,189,364,203,381
image_82_png.rf.517f29da9c6fc89ecbc48c7d93487e30.jpg,640,640,ball,47,564,60,584
